IA-02(09),[WITHDRAWN]: Identification and Authentication (organizational Users) | Network Access to Non-privileged Accounts — Separate Device,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,398,,3,,,,,,
IA-02(10),Identification and Authentication (organizational Users) | Single Sign-on,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,399,,3,,,,,,
IA-02(11),[WITHDRAWN]: Identification and Authentication (organizational Users) | Network Access to Non-privileged Accounts — Replay Resistant,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,400,,3,,,,,,
IA-02(12),Identification and Authentication (organizational Users) | Acceptance of PIV Credentials,1,,,1,1,1,1,1,1,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,10, 4.3 ,401,,0,,,,,,
IA-02(13),Identification and Authentication (organizational Users) | Out-of-band Authentication,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,402,,3,,,,,,
IA-03,Device Identification and Authentication,1,,,,1,1,,1,1,,,,1,1,1,1,,,,,,,,,,,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,403,,2,,,,,,
IA-03(01),Device Identification and Authentication | Cryptographic Bidirectional Authentication,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,5, 2.2 ,404,,3,,,,,,
IA-03(02),[WITHDRAWN]: Device Identification and Authentication | Cryptographic Bidirectional Network Authentication,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,405,,3,,,,,,
IA-03(03),Device Identification and Authentication | Dynamic Address Allocation,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,406,,3,,,,,,
IA-03(04),Device Identification and Authentication | Device Attestation,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,407,,3,,,,,,
IA-04,Identifier Management,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,20, 8.7 ,408,,0,,,,,,
IA-04(01),Identifier Management | Prohibit Account Identifiers as Public Identifiers,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,409,,3,,,,,,
IA-04(02),[WITHDRAWN]: Identifier Management | Supervisor Authorization,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,410,,3,,,,,,
IA-04(03),[WITHDRAWN]: Identifier Management | Multiple Forms of Certification,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,411,,3,,,,,,
IA-04(04),Identifier Management | Identify User Status,1,,,,1,1,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,7, 3.0 ,412,,2,,,,,,
IA-04(05),Identifier Management | Dynamic Management,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,413,,3,,,,,,
IA-04(06),Identifier Management | Cross-organization Management,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,414,,3,,,,,,
IA-04(07),[WITHDRAWN]: Identifier Management | In-person Registration,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,415,,3,,,,,,
IA-04(08),Identifier Management | Pairwise Pseudonymous Identifiers,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,416,,3,,,,,,
IA-04(09),Identifier Management | Attribute Maintenance and Protection,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,417,,3,,,,,,
IA-05,Authenticator Management,1,,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,,,,,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,19, 8.3 ,418,,0,,,,,,
IA-05(01),Authenticator Management | Password-based Authentication,1,,,1,1,1,1,1,1,1,,1,,1,1,1,1,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,14, 6.1 ,419,,0,,,,,,
IA-05(02),Authenticator Management | Public Key-based Authentication,1,,,,1,1,,1,1,,,,,1,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,8, 3.5 ,420,,2,,,,,,
IA-05(03),[WITHDRAWN]: Authenticator Management | Hardware Token-based Authentication,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,421,,3,,,,,,
IA-05(04),[WITHDRAWN]: Authenticator Management | In-person or Trusted External Party Registration,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,422,,3,,,,,,
IA-05(05),Authenticator Management | Change Authenticators Prior to Delivery,1,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,5, 2.2 ,423,,3,,,,,,
IA-05(06),Authenticator Management | Protection of Authenticators,1,,,,1,1,,1,1,,,,,1,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,8, 3.5 ,424,,2,,,,,,
IA-05(07),Authenticator Management | No Embedded Unencrypted Static Authenticators,1,,,,,,,1,1,,,1,,1,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,7, 3.0 ,425,,2,,,,,,
IA-05(08),Authenticator Management | Multiple System Accounts,1,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,426,,3,,,,,,
IA-05(09),Authenticator Management | Federated Credential Management,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,427,,3,,,,,,
IA-05(10),Authenticator Management | Dynamic Credential Binding,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,428,,3,,,,,,
IA-05(11),[WITHDRAWN]: Authenticator Management | Automated Support for Password Strength Determination,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,429,,3,,,,,,
IA-05(12),Authenticator Management | Biometric Authentication Performance,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,430,,3,,,,,,
IA-05(13),Authenticator Management | Expiration of Cached Authenticators,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,2, 0.9 ,431,,3,,,,,,
IA-05(14),Authenticator Management | Managing Content of PKI Trust Stores,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,432,,3,,,,,,
IA-05(15),Authenticator Management | GSA-approved Products and Services,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,433,,3,,,,,,
IA-05(16),Authenticator Management | In-person or Trusted External Party Authenticator Issuance,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,434,,3,,,,,,
IA-05(17),Authenticator Management | Presentation Attack Detection for Biometric Authenticators,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,435,,3,,,,,,
IA-05(18),Authenticator Management | Password Managers,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,436,,3,,,,,,
IA-06,Authentication Feedback,1,,,1,1,1,1,1,1,1,,,,1,1,,,1,1,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,15, 6.5 ,437,,0,,,,,,
IA-07,Cryptographic Module Authentication,1,,,1,1,1,1,1,1,1,,,,1,1,1,,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,15, 6.5 ,438,,0,,,,,,
IA-08,Identification and Authentication (non-organizational Users),1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,17, 7.4 ,439,,0,,,,,,
IA-08(01),Identification and Authentication (non-organizational Users) | Acceptance of PIV Credentials from Other Agencies,1,,,1,1,1,1,1,1,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,10, 4.3 ,440,,0,,,,,,
IA-08(02),Identification and Authentication (non-organizational Users) | Acceptance of External Authenticators,1,,,1,1,1,1,1,1,1,,,,1,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,11, 4.8 ,441,,0,,,,,,
IA-08(03),[WITHDRAWN]: Identification and Authentication (non-organizational Users) | Use of FICAM-approved Products,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,442,,3,,,,,,
IA-08(04),Identification and Authentication (non-organizational Users) | Use of Defined Profiles,1,,,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,10, 4.3 ,443,,0,,,,,,
IA-08(05),Identification and Authentication (non-organizational Users) | Acceptance of PVI-I Credentials,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,444,,3,,,,,,
IA-08(06),Identification and Authentication (non-organizational Users) | Disassociability,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,445,,3,,,,,,
IA-09,Service Identification and Authentication,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,5, 2.2 ,446,,3,,,,,,
IA-09(01),[WITHDRAWN]: Service Identification and Authentication | Information Exchange,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,447,,3,,,,,,
IA-09(02),[WITHDRAWN]: Service Identification and Authentication | Transmission of Decisions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,448,,3,,,,,,
IA-10,Adaptive Authentication,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,449,,3,,,,,,
IA-11,Re-authentication,1,,,1,1,1,1,1,1,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,10, 4.3 ,450,,0,,,,,,
IA-12,Identity Proofing,1,,,,1,1,,1,1,,,1,,1,1,1,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,451,,2,,,,,,
IA-12(01),Identity Proofing | Supervisor Authorization,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,452,,3,,,,,,
IA-12(02),Identity Proofing | Identity Evidence,1,,,,1,1,,1,1,,,,,,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,7, 3.0 ,453,,2,,,,,,
IA-12(03),Identity Proofing | Identity Evidence Validation and Verification,1,,,,1,1,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,7, 3.0 ,454,,2,,,,,,
IA-12(04),Identity Proofing | In-person Validation and Verification,1,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,5, 2.2 ,455,,2,,,,,,
IA-12(05),Identity Proofing | Address Confirmation,1,,,,1,1,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,7, 3.0 ,456,,2,,,,,,
IA-12(06),Identity Proofing | Accept Externally-proofed Identities,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,457,,3,,,,,,
IR-01,Policy and Procedures,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,19, 8.3 ,458,,0,,,,,,
IR-02,Incident Response Training,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,20, 8.7 ,459,,0,,,,,,
IR-02(01),Incident Response Training | Simulated Events,1,,,,,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,5, 2.2 ,460,,2,,,,,,
IR-02(02),Incident Response Training | Automated Training Environments,1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,461,,2,,,,,,
IR-02(03),Incident Response Training | Breach,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,462,,3,,,,,,
IR-03,Incident Response Testing,1,,1,,1,1,,1,1,,,1,1,1,1,1,1,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,14, 6.1 ,463,,1,,,,,,
IR-03(01),Incident Response Testing | Automated Testing,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,464,,3,,,,,,
IR-03(02),Incident Response Testing | Coordination with Related Plans,1,,,,1,1,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,7, 3.0 ,465,,2,,,,,,
IR-03(03),Incident Response Testing | Continuous Improvement,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,466,,3,,,,,,
IR-04,Incident Handling,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,20, 8.7 ,467,,0,,,,,,
IR-04(01),Incident Handling | Automated Incident Handling Processes,1,,,,1,1,,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,468,,2,,,,,,
IR-04(02),Incident Handling | Dynamic Reconfiguration,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,469,,3,,,,,,
IR-04(03),Incident Handling | Continuity of Operations,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,470,,3,,,,,,
IR-04(04),Incident Handling | Information Correlation,1,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,6, 2.6 ,471,,2,,,,,,
IR-04(05),Incident Handling | Automatic Disabling of System,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,472,,3,,,,,,
IR-04(06),Incident Handling | Insider Threats,1,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,473,,3,,,,,,
IR-04(07),Incident Handling | Insider Threats — Intra-organization Coordination,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,474,,3,,,,,,
IR-04(08),Incident Handling | Correlation with External Organizations,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,475,,3,,,,,,
IR-04(09),Incident Handling | Dynamic Response Capability,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,476,,3,,,,,,
IR-04(10),Incident Handling | Supply Chain Coordination,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,477,,3,,,,,,
IR-04(11),Incident Handling | Integrated Incident Response Team,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,478,,2,,,,,,
IR-04(12),Incident Handling | Malicious Code and Forensic Analysis,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,479,,3,,,,,,
IR-04(13),Incident Handling | Behavior Analysis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,480,,3,,,,,,
IR-04(14),Incident Handling | Security Operations Center,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,481,,3,,,,,,
IR-04(15),Incident Handling | Public Relations and Reputation Repair,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,482,,3,,,,,,
IR-05,Incident Monitoring,1,,1,1,1,1,1,1,1,1,,,1,1,,1,1,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,16, 7.0 ,483,,0,,,,,,
IR-05(01),"Incident Monitoring | Automated Tracking, Data Collection, and Analysis",1,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,5, 2.2 ,484,,2,,,,,,
IR-06,Incident Reporting,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,20, 8.7 ,485,,0,,,,,,
IR-06(01),Incident Reporting | Automated Reporting,1,,,,1,1,,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,486,,2,,,,,,
IR-06(02),Incident Reporting | Vulnerabilities Related to Incidents,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,487,,3,,,,,,
IR-06(03),Incident Reporting | Supply Chain Coordination,1,,,,1,1,,1,1,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,488,,2,,,,,,
IR-07,Incident Response Assistance,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,,1,,,,,,,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,17, 7.4 ,489,,0,,,,,,
IR-07(01),Incident Response Assistance | Automation Support for Availability of Information and Support,1,,,,1,1,,1,1,,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,8, 3.5 ,490,,2,,,,,,
IR-07(02),Incident Response Assistance | Coordination with External Providers,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,491,,3,,,,,,
IR-08,Incident Response Plan,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,19, 8.3 ,492,,0,,,,,,
IR-08(01),Incident Response Plan | Breaches,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,493,,3,,,,,,
IR-09,Information Spillage Response,1,,,,,,,1,1,,,,1,1,1,1,,,,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,9, 3.9 ,494,,2,,,,,,
IR-09(01),[WITHDRAWN]: Integrated Information Security Analysis Team,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,495,,3,,,,,,
IR-09(02),Information Spillage Response | Training,1,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,496,,2,,,,,,
IR-09(03),Information Spillage Response | Post-spill Operations,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,3, 1.3 ,497,,2,,,,,,
IR-09(04),Information Spillage Response | Exposure to Unauthorized Personnel,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,3, 1.3 ,498,,2,,,,,,
IR-10,[WITHDRAWN]: Information Spillage Response | Responsible Personnel,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,499,,3,,,,,,
MA-01,Policy and Procedures,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,17, 7.4 ,500,,0,,,,,,
MA-02,Controlled Maintenance,1,,,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,17, 7.4 ,501,,0,,,,,,
MA-02(01),[WITHDRAWN]: Controlled Maintenance | Record Content,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,502,,3,,,,,,
MA-02(02),Controlled Maintenance | Automated Maintenance Activities,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,3, 1.3 ,503,,2,,,,,,
MA-03,Maintenance Tools,1,,,,1,1,,1,1,,,,,,1,,1,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,504,,2,,,,,,
MA-03(01),Maintenance Tools | Inspect Tools,1,,,,1,1,,1,1,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,7, 3.0 ,505,,2,,,,,,
MA-03(02),Maintenance Tools | Inspect Media,1,,,,1,1,,1,1,,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,8, 3.5 ,506,,2,,,,,,
MA-03(03),Maintenance Tools | Prevent Unauthorized Removal,1,,,,1,1,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,7, 3.0 ,507,,2,,,,,,
MA-03(04),Maintenance Tools | Restricted Tool Use,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,508,,3,,,,,,
